"","D.Item.AOM","D.Item.Root.Comp.Proc_Major_low","D.Item","B.Code","A.Level.Name","Time","D.Type","D.Item.Group","D.Source","D.Process.Mech","D.Process.Chem","D.Process.Bio","D.Process.Therm","D.Process.Dehy","D.Process.Other","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Day.Start","D.Day.End","D.Notes","row_index","D.ItemxProcess","D.ItemxProcess_original","is_entire_diet","is_group","D.Item.Proc_Major","D.Item.Proc_All","D.Item.Root.Comp.Proc_Major","D.Item.Root.Other.Comp.Proc_All","D.Item.Root.Comp","D.Item.Comp","AOM.Terms","AOM.Scientific.Name","D.Item.Is.Tree"
"64","AOM_002033","soybean full fat ground","Soybean Full Fat","B01063","PEG0","2020","Crop Product",NA,NA,"Ground",NA,NA,NA,NA,NA,148.6,"g/kg","day","individual",NA,NA,NA,NA,NA,20,"Soybean Full Fat||Grinding","Soybean Full Fat||Grinding",FALSE,FALSE,"Ground","Ground","Soybean Full Fat Ground","Soybean Full Fat Ground","Soybean Full Fat","Full Fat","Crop Product/Legume Products/Soybean/Soybean Full Fat/Soybean Full Fat Ground","Glycine max",FALSE
"65","AOM_002033","soybean full fat ground","Soybean Full Fat","B01063","PEG25","2020","Crop Product",NA,NA,"Ground",NA,NA,NA,NA,NA,148.6,"g/kg","day","individual",NA,NA,NA,NA,NA,21,"Soybean Full Fat||Grinding","Soybean Full Fat||Grinding",FALSE,FALSE,"Ground","Ground","Soybean Full Fat Ground","Soybean Full Fat Ground","Soybean Full Fat","Full Fat","Crop Product/Legume Products/Soybean/Soybean Full Fat/Soybean Full Fat Ground","Glycine max",FALSE
"66","AOM_002033","soybean full fat ground","Soybean Full Fat","B01063","PEG50","2020","Crop Product",NA,NA,"Ground",NA,NA,NA,NA,NA,148.6,"g/kg","day","individual",NA,NA,NA,NA,NA,22,"Soybean Full Fat||Grinding","Soybean Full Fat||Grinding",FALSE,FALSE,"Ground","Ground","Soybean Full Fat Ground","Soybean Full Fat Ground","Soybean Full Fat","Full Fat","Crop Product/Legume Products/Soybean/Soybean Full Fat/Soybean Full Fat Ground","Glycine max",FALSE
"67","AOM_002033","soybean full fat ground","Soybean Full Fat","B01063","PEG75","2020","Crop Product",NA,NA,"Ground",NA,NA,NA,NA,NA,148.6,"g/kg","day","individual",NA,NA,NA,NA,NA,23,"Soybean Full Fat||Grinding","Soybean Full Fat||Grinding",FALSE,FALSE,"Ground","Ground","Soybean Full Fat Ground","Soybean Full Fat Ground","Soybean Full Fat","Full Fat","Crop Product/Legume Products/Soybean/Soybean Full Fat/Soybean Full Fat Ground","Glycine max",FALSE
"68","AOM_002033","soybean full fat ground","Soybean Full Fat","B01063","PEG100","2020","Crop Product",NA,NA,"Ground",NA,NA,NA,NA,NA,148.6,"g/kg","day","individual",NA,NA,NA,NA,NA,24,"Soybean Full Fat||Grinding","Soybean Full Fat||Grinding",FALSE,FALSE,"Ground","Ground","Soybean Full Fat Ground","Soybean Full Fat Ground","Soybean Full Fat","Full Fat","Crop Product/Legume Products/Soybean/Soybean Full Fat/Soybean Full Fat Ground","Glycine max",FALSE
"69","AOM_000613","soybean ground","Soybean","B01063","Control Diet","2020","Crop Product",NA,NA,"Ground",NA,NA,NA,NA,NA,196.7,"g/kg","day","individual",NA,NA,NA,NA,NA,35,"Soybean||Grinding","Soybean||Grinding",FALSE,FALSE,"Ground","Ground","Soybean Ground","Soybean Ground","Soybean",NA,"Crop Product/Legume Products/Soybean/Soybean Ground","Glycine max",FALSE
"70","AOM_000613","soybean ground","Soybean","B01063","PEG0","2020","Crop Product",NA,NA,"Ground",NA,NA,NA,NA,NA,70.5,"g/kg","day","individual",NA,NA,NA,NA,NA,36,"Soybean||Grinding","Soybean||Grinding",FALSE,FALSE,"Ground","Ground","Soybean Ground","Soybean Ground","Soybean",NA,"Crop Product/Legume Products/Soybean/Soybean Ground","Glycine max",FALSE
"71","AOM_000613","soybean ground","Soybean","B01063","PEG25","2020","Crop Product",NA,NA,"Ground",NA,NA,NA,NA,NA,70.5,"g/kg","day","individual",NA,NA,NA,NA,NA,37,"Soybean||Grinding","Soybean||Grinding",FALSE,FALSE,"Ground","Ground","Soybean Ground","Soybean Ground","Soybean",NA,"Crop Product/Legume Products/Soybean/Soybean Ground","Glycine max",FALSE
"72","AOM_000613","soybean ground","Soybean","B01063","PEG50","2020","Crop Product",NA,NA,"Ground",NA,NA,NA,NA,NA,70.5,"g/kg","day","individual",NA,NA,NA,NA,NA,38,"Soybean||Grinding","Soybean||Grinding",FALSE,FALSE,"Ground","Ground","Soybean Ground","Soybean Ground","Soybean",NA,"Crop Product/Legume Products/Soybean/Soybean Ground","Glycine max",FALSE
"73","AOM_000613","soybean ground","Soybean","B01063","PEG75","2020","Crop Product",NA,NA,"Ground",NA,NA,NA,NA,NA,70.5,"g/kg","day","individual",NA,NA,NA,NA,NA,39,"Soybean||Grinding","Soybean||Grinding",FALSE,FALSE,"Ground","Ground","Soybean Ground","Soybean Ground","Soybean",NA,"Crop Product/Legume Products/Soybean/Soybean Ground","Glycine max",FALSE
"74","AOM_000613","soybean ground","Soybean","B01063","PEG100","2020","Crop Product",NA,NA,"Ground",NA,NA,NA,NA,NA,70.5,"g/kg","day","individual",NA,NA,NA,NA,NA,40,"Soybean||Grinding","Soybean||Grinding",FALSE,FALSE,"Ground","Ground","Soybean Ground","Soybean Ground","Soybean",NA,"Crop Product/Legume Products/Soybean/Soybean Ground","Glycine max",FALSE
"75","AOM_001922","water","Water","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"76","AOM_001375","choline cloride ground","Choline Chloride","B01063","Control Diet","2020","Supplement","Base",NA,"Ground",NA,NA,NA,NA,NA,0.8,"g/kg","day","individual",NA,NA,NA,NA,NA,17,"Choline Chloride||Grinding","Choline Chloride||Grinding",FALSE,FALSE,"Ground","Ground","Choline Cloride Ground","Choline Cloride Ground","Choline Cloride",NA,"Supplement/Vitamin/Choline Cloride Ground",NA,FALSE
"77","AOM_006114","phytase ground","Grower Phytase","B01063","Control Diet","2020","Supplement","Base",NA,"Ground",NA,NA,NA,NA,NA,1.7,"g/kg","day","individual",NA,NA,NA,NA,NA,18,"Grower Phytase||Grinding","Grower Phytase||Grinding",FALSE,FALSE,"Ground","Ground","Phytase Ground","Phytase Ground","Phytase",NA,"Supplement/Enzyme/Phytase/Phytase Ground",NA,FALSE
"78","AOM_000760","lime","Limestone","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,14.5,"g/kg","day","individual",NA,NA,NA,NA,NA,25,"Limestone","Limestone",FALSE,FALSE,"","","Lime","Lime","Lime",NA,"Supplement/Mineral/Lime",NA,FALSE
"79","AOM_000738","threonine","L-Threonine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,0.4,"g/kg","day","individual",NA,NA,NA,NA,NA,26,"L-Threonine","L-Threonine",FALSE,FALSE,"","","Threonine","Threonine","Threonine",NA,"Supplement/Amino Acid/Threonine",NA,FALSE
"80","AOM_000739","lysine","Lysine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,2.8,"g/kg","day","individual",NA,NA,NA,NA,NA,27,"Lysine","Lysine",FALSE,FALSE,"","","Lysine","Lysine","Lysine",NA,"Supplement/Amino Acid/Lysine",NA,FALSE
"81","AOM_001377","methionine","Methionine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,1.9,"g/kg","day","individual",NA,NA,NA,NA,NA,28,"Methionine","Methionine",FALSE,FALSE,"","","Methionine","Methionine","Methionine",NA,"Supplement/Amino Acid/Methionine",NA,FALSE
"82","AOM_000768","monocalcium phosphate","Monocalcium Phosphate","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,7.2,"g/kg","day","individual",NA,NA,NA,NA,NA,29,"Monocalcium Phosphate","Monocalcium Phosphate",FALSE,FALSE,"","","Monocalcium Phosphate","Monocalcium Phosphate","Monocalcium Phosphate",NA,"Supplement/Mineral/Monocalcium Phosphate",NA,FALSE
"83","AOM_001825","olaquindox","Olaquindox","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,0.4,"g/kg","day","individual",NA,NA,NA,NA,NA,30,"Olaquindox","Olaquindox",FALSE,FALSE,"","","Olaquindox","Olaquindox","Olaquindox",NA,"Other Ingredients/Olaquindox",NA,FALSE
"84","AOM_001870","prime gluten 60","Prime gluten 60","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,18,"g/kg","day","individual",NA,NA,NA,NA,NA,31,"Prime gluten 60","Prime gluten 60",FALSE,FALSE,"","","Prime Gluten 60","Prime Gluten 60","Prime Gluten 60",NA,"Preformulated Feed/Prime Gluten 60",NA,FALSE
"85","AOM_000772","salt","Salt","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,3.2,"g/kg","day","individual",NA,NA,NA,NA,NA,32,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"86","AOM_000753","bicarbonate of soda","Bicarbonate of Soda","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,1.7,"g/kg","day","individual",NA,NA,NA,NA,NA,33,"Bicarbonate of Soda","Bicarbonate of Soda",FALSE,FALSE,"","","Bicarbonate of Soda","Bicarbonate of Soda","Bicarbonate of Soda",NA,"Other Ingredients/Bicarbonate of Soda",NA,FALSE
"87","AOM_000794","minerals and vitamins mix","Minerals and Vitamins Premix","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,0.5,"g/kg","day","individual",NA,NA,NA,NA,NA,34,"Minerals and Vitamins Premix","Minerals and Vitamins Premix",FALSE,FALSE,"","","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Mix","Supplement/Mixture/Minerals and Vitamins Mix",NA,FALSE
"88","AOM_001922","water","Water","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"89","AOM_001375","choline cloride ground","Choline Chloride","B01063","Control Diet","2020","Supplement","Base",NA,"Ground",NA,NA,NA,NA,NA,0.8,"g/kg","day","individual",NA,NA,NA,NA,NA,17,"Choline Chloride||Grinding","Choline Chloride||Grinding",FALSE,FALSE,"Ground","Ground","Choline Cloride Ground","Choline Cloride Ground","Choline Cloride",NA,"Supplement/Vitamin/Choline Cloride Ground",NA,FALSE
"90","AOM_006114","phytase ground","Grower Phytase","B01063","Control Diet","2020","Supplement","Base",NA,"Ground",NA,NA,NA,NA,NA,1.7,"g/kg","day","individual",NA,NA,NA,NA,NA,18,"Grower Phytase||Grinding","Grower Phytase||Grinding",FALSE,FALSE,"Ground","Ground","Phytase Ground","Phytase Ground","Phytase",NA,"Supplement/Enzyme/Phytase/Phytase Ground",NA,FALSE
"91","AOM_000760","lime","Limestone","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,14.5,"g/kg","day","individual",NA,NA,NA,NA,NA,25,"Limestone","Limestone",FALSE,FALSE,"","","Lime","Lime","Lime",NA,"Supplement/Mineral/Lime",NA,FALSE
"92","AOM_000738","threonine","L-Threonine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,0.4,"g/kg","day","individual",NA,NA,NA,NA,NA,26,"L-Threonine","L-Threonine",FALSE,FALSE,"","","Threonine","Threonine","Threonine",NA,"Supplement/Amino Acid/Threonine",NA,FALSE
"93","AOM_000739","lysine","Lysine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,2.8,"g/kg","day","individual",NA,NA,NA,NA,NA,27,"Lysine","Lysine",FALSE,FALSE,"","","Lysine","Lysine","Lysine",NA,"Supplement/Amino Acid/Lysine",NA,FALSE
"94","AOM_001377","methionine","Methionine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,1.9,"g/kg","day","individual",NA,NA,NA,NA,NA,28,"Methionine","Methionine",FALSE,FALSE,"","","Methionine","Methionine","Methionine",NA,"Supplement/Amino Acid/Methionine",NA,FALSE
"95","AOM_000768","monocalcium phosphate","Monocalcium Phosphate","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,7.2,"g/kg","day","individual",NA,NA,NA,NA,NA,29,"Monocalcium Phosphate","Monocalcium Phosphate",FALSE,FALSE,"","","Monocalcium Phosphate","Monocalcium Phosphate","Monocalcium Phosphate",NA,"Supplement/Mineral/Monocalcium Phosphate",NA,FALSE
"96","AOM_001825","olaquindox","Olaquindox","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,0.4,"g/kg","day","individual",NA,NA,NA,NA,NA,30,"Olaquindox","Olaquindox",FALSE,FALSE,"","","Olaquindox","Olaquindox","Olaquindox",NA,"Other Ingredients/Olaquindox",NA,FALSE
"97","AOM_001870","prime gluten 60","Prime gluten 60","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,18,"g/kg","day","individual",NA,NA,NA,NA,NA,31,"Prime gluten 60","Prime gluten 60",FALSE,FALSE,"","","Prime Gluten 60","Prime Gluten 60","Prime Gluten 60",NA,"Preformulated Feed/Prime Gluten 60",NA,FALSE
"98","AOM_000772","salt","Salt","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,3.2,"g/kg","day","individual",NA,NA,NA,NA,NA,32,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"99","AOM_000753","bicarbonate of soda","Bicarbonate of Soda","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,1.7,"g/kg","day","individual",NA,NA,NA,NA,NA,33,"Bicarbonate of Soda","Bicarbonate of Soda",FALSE,FALSE,"","","Bicarbonate of Soda","Bicarbonate of Soda","Bicarbonate of Soda",NA,"Other Ingredients/Bicarbonate of Soda",NA,FALSE
"100","AOM_000794","minerals and vitamins mix","Minerals and Vitamins Premix","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,0.5,"g/kg","day","individual",NA,NA,NA,NA,NA,34,"Minerals and Vitamins Premix","Minerals and Vitamins Premix",FALSE,FALSE,"","","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Mix","Supplement/Mixture/Minerals and Vitamins Mix",NA,FALSE
"101","AOM_001922","water","Water","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"102","AOM_001375","choline cloride ground","Choline Chloride","B01063","Control Diet","2020","Supplement","Base",NA,"Ground",NA,NA,NA,NA,NA,0.8,"g/kg","day","individual",NA,NA,NA,NA,NA,17,"Choline Chloride||Grinding","Choline Chloride||Grinding",FALSE,FALSE,"Ground","Ground","Choline Cloride Ground","Choline Cloride Ground","Choline Cloride",NA,"Supplement/Vitamin/Choline Cloride Ground",NA,FALSE
"103","AOM_006114","phytase ground","Grower Phytase","B01063","Control Diet","2020","Supplement","Base",NA,"Ground",NA,NA,NA,NA,NA,1.7,"g/kg","day","individual",NA,NA,NA,NA,NA,18,"Grower Phytase||Grinding","Grower Phytase||Grinding",FALSE,FALSE,"Ground","Ground","Phytase Ground","Phytase Ground","Phytase",NA,"Supplement/Enzyme/Phytase/Phytase Ground",NA,FALSE
"104","AOM_000760","lime","Limestone","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,14.5,"g/kg","day","individual",NA,NA,NA,NA,NA,25,"Limestone","Limestone",FALSE,FALSE,"","","Lime","Lime","Lime",NA,"Supplement/Mineral/Lime",NA,FALSE
"105","AOM_000738","threonine","L-Threonine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,0.4,"g/kg","day","individual",NA,NA,NA,NA,NA,26,"L-Threonine","L-Threonine",FALSE,FALSE,"","","Threonine","Threonine","Threonine",NA,"Supplement/Amino Acid/Threonine",NA,FALSE
"106","AOM_000739","lysine","Lysine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,2.8,"g/kg","day","individual",NA,NA,NA,NA,NA,27,"Lysine","Lysine",FALSE,FALSE,"","","Lysine","Lysine","Lysine",NA,"Supplement/Amino Acid/Lysine",NA,FALSE
"107","AOM_001377","methionine","Methionine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,1.9,"g/kg","day","individual",NA,NA,NA,NA,NA,28,"Methionine","Methionine",FALSE,FALSE,"","","Methionine","Methionine","Methionine",NA,"Supplement/Amino Acid/Methionine",NA,FALSE
"108","AOM_000768","monocalcium phosphate","Monocalcium Phosphate","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,7.2,"g/kg","day","individual",NA,NA,NA,NA,NA,29,"Monocalcium Phosphate","Monocalcium Phosphate",FALSE,FALSE,"","","Monocalcium Phosphate","Monocalcium Phosphate","Monocalcium Phosphate",NA,"Supplement/Mineral/Monocalcium Phosphate",NA,FALSE
"109","AOM_001825","olaquindox","Olaquindox","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,0.4,"g/kg","day","individual",NA,NA,NA,NA,NA,30,"Olaquindox","Olaquindox",FALSE,FALSE,"","","Olaquindox","Olaquindox","Olaquindox",NA,"Other Ingredients/Olaquindox",NA,FALSE
"110","AOM_001870","prime gluten 60","Prime gluten 60","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,18,"g/kg","day","individual",NA,NA,NA,NA,NA,31,"Prime gluten 60","Prime gluten 60",FALSE,FALSE,"","","Prime Gluten 60","Prime Gluten 60","Prime Gluten 60",NA,"Preformulated Feed/Prime Gluten 60",NA,FALSE
"111","AOM_000772","salt","Salt","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,3.2,"g/kg","day","individual",NA,NA,NA,NA,NA,32,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"112","AOM_000753","bicarbonate of soda","Bicarbonate of Soda","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,1.7,"g/kg","day","individual",NA,NA,NA,NA,NA,33,"Bicarbonate of Soda","Bicarbonate of Soda",FALSE,FALSE,"","","Bicarbonate of Soda","Bicarbonate of Soda","Bicarbonate of Soda",NA,"Other Ingredients/Bicarbonate of Soda",NA,FALSE
"113","AOM_000794","minerals and vitamins mix","Minerals and Vitamins Premix","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,0.5,"g/kg","day","individual",NA,NA,NA,NA,NA,34,"Minerals and Vitamins Premix","Minerals and Vitamins Premix",FALSE,FALSE,"","","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Mix","Supplement/Mixture/Minerals and Vitamins Mix",NA,FALSE
"114","AOM_001922","water","Water","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"115","AOM_001375","choline cloride ground","Choline Chloride","B01063","Control Diet","2020","Supplement","Base",NA,"Ground",NA,NA,NA,NA,NA,0.8,"g/kg","day","individual",NA,NA,NA,NA,NA,17,"Choline Chloride||Grinding","Choline Chloride||Grinding",FALSE,FALSE,"Ground","Ground","Choline Cloride Ground","Choline Cloride Ground","Choline Cloride",NA,"Supplement/Vitamin/Choline Cloride Ground",NA,FALSE
"116","AOM_006114","phytase ground","Grower Phytase","B01063","Control Diet","2020","Supplement","Base",NA,"Ground",NA,NA,NA,NA,NA,1.7,"g/kg","day","individual",NA,NA,NA,NA,NA,18,"Grower Phytase||Grinding","Grower Phytase||Grinding",FALSE,FALSE,"Ground","Ground","Phytase Ground","Phytase Ground","Phytase",NA,"Supplement/Enzyme/Phytase/Phytase Ground",NA,FALSE
"117","AOM_000760","lime","Limestone","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,14.5,"g/kg","day","individual",NA,NA,NA,NA,NA,25,"Limestone","Limestone",FALSE,FALSE,"","","Lime","Lime","Lime",NA,"Supplement/Mineral/Lime",NA,FALSE
"118","AOM_000738","threonine","L-Threonine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,0.4,"g/kg","day","individual",NA,NA,NA,NA,NA,26,"L-Threonine","L-Threonine",FALSE,FALSE,"","","Threonine","Threonine","Threonine",NA,"Supplement/Amino Acid/Threonine",NA,FALSE
"119","AOM_000739","lysine","Lysine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,2.8,"g/kg","day","individual",NA,NA,NA,NA,NA,27,"Lysine","Lysine",FALSE,FALSE,"","","Lysine","Lysine","Lysine",NA,"Supplement/Amino Acid/Lysine",NA,FALSE
"120","AOM_001377","methionine","Methionine","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,1.9,"g/kg","day","individual",NA,NA,NA,NA,NA,28,"Methionine","Methionine",FALSE,FALSE,"","","Methionine","Methionine","Methionine",NA,"Supplement/Amino Acid/Methionine",NA,FALSE
"121","AOM_000768","monocalcium phosphate","Monocalcium Phosphate","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,7.2,"g/kg","day","individual",NA,NA,NA,NA,NA,29,"Monocalcium Phosphate","Monocalcium Phosphate",FALSE,FALSE,"","","Monocalcium Phosphate","Monocalcium Phosphate","Monocalcium Phosphate",NA,"Supplement/Mineral/Monocalcium Phosphate",NA,FALSE
"122","AOM_001825","olaquindox","Olaquindox","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,0.4,"g/kg","day","individual",NA,NA,NA,NA,NA,30,"Olaquindox","Olaquindox",FALSE,FALSE,"","","Olaquindox","Olaquindox","Olaquindox",NA,"Other Ingredients/Olaquindox",NA,FALSE
"123","AOM_001870","prime gluten 60","Prime gluten 60","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,18,"g/kg","day","individual",NA,NA,NA,NA,NA,31,"Prime gluten 60","Prime gluten 60",FALSE,FALSE,"","","Prime Gluten 60","Prime Gluten 60","Prime Gluten 60",NA,"Preformulated Feed/Prime Gluten 60",NA,FALSE
"124","AOM_000772","salt","Salt","B01063","Control Diet","2020","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,3.2,"g/kg","day","individual",NA,NA,NA,NA,NA,32,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"125","AOM_000753","bicarbonate of soda","Bicarbonate of Soda","B01063","Control Diet","2020","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,1.7,"g/kg","day","individual",NA,NA,NA,NA,NA,33,"Bicarbonate of Soda","Bicarbonate of Soda",FALSE,FALSE,"","","Bicarbonate of Soda","Bicarbonate of Soda","Bicarbonate of Soda",NA,"Other Ingredients/Bicarbonate of Soda",NA,FALSE
